state,district,cyber_a_offences_under_itact_tampering_computer_source_documents_sec65,cyber_computer_related_offences_computer_related_offences_total_col5col8col9col10col11,cyber_computer_related_offences_sec66,cyber_col_5,cyber_col_6,cyber_dishonestly_receiving_stolen_computer_resource_or_communication_device_sec66b,cyber_identity_theft_sec66c,cyber_cheating_by_personation_by_using_computer_resource_sec66d,cyber_violation_of_privacy_sec66e,cyber_cyber_terrorism_sec66_f,cyber_publicationtransmission_of_obscene_sexually_explicit_act_in_electronic_form_sec_67_publication_transmission_of_obscene_sexually_explicit_act_in_electronic_form_total_col1415161718,cyber_publishing_or_transmitting_obscene_material_in_electronic_form,cyber_publishing_or_transmitting_of_material_containing_sexually_explicit_act_in_electronic_form_sec67a,cyber_publishing_or_transmitting_of_material_depicting_children_in_sexually_explicit_act_in_electronic_form_sec67b,cyber_preservation_and_retention_of_information_by_intermediaries_sec67c,cyber_other_sections_67_it_act,cyber_inter_ception_or_monitoring_or_decryption_of_information_sec69,cyber_un_authorized_accessattempt_to_access_to_protected_computer_system_sec70,cyber_breach_of_confidentiality_and_privacy,cyber_publication_of_electronic_signatures_for_fraudulent_purposes,cyber_abetment_to_commit_offences_sec84_b,cyber_attempt_to_commit_offences_sec84c,cyber_other_sections_of_it_act,cyber_total_offences_under_it_act_col3col4col12col13col19col20col21col22col23col24col25,cyber_b_offences_under_ipcbns_involving_communication_devices_as_mediumtarget_rw_it_act_abetment_of_suicide_online_section_107108_bns_section_305306_ipc,cyber_cyber_stalking_bullying_of_women_children_section_78_bns_section_354d_ipc,cyber_sexual_intercourse_by_deceitful_means_section_69_bns,cyber_organized_cyber_crimes_section_111_bns,cyber_publishing_false_or_misleading_information_of_india_section_1971d_bns,cyber_data_theft_section_303305_307_bns_section_379_381_ipc,cyber_fraud_sec420_rw_sec465468_471_ipc_fraud_section_3184_rw_section_33623434012_bns_section_420_rw_465468_471_ipc_total_col34_to_42,cyber_credit_card_debit_card,cyber_atms,cyber_online_banking_fraud,cyber_otp_frauds,cyber_gaming_app_website_fraud,cyber_marketing_investment_fraud,cyber_fraud_call_vishing,cyber_e_wallet_upi_fraud,cyber_other_frauds,cyber_cheating_section_3184_bns_section_420_ipc,cyber_forgery_section_338336343402339_bns,cyber_defamation_morphing_section_3364_bns_section_469_ipc_rw_indecent_representation_of_women_act,cyber_fake_profile_319_2_bns_section_section_419_ipc,cyber_counterfeiting_counter_feiting_total_col48_col49,cyber_currency_section_178_182_section_489a_to_489e_ipc,cyber_stamps_section_178_181183_186_section_255_ipc,cyber_cyber_blackmailingthreatening_section_35112_3308_bns_section_506503384_ipc_rw_bnssll,cyber_fake_news_on_social_media_section_353_bns_section_505_ipc,cyber_other_offences_of_bnsipc_rw_it_act,cyber_total_offences_under_ipcbns_rw_it_act_col_27_to_3343_to_47_50_to_52,cyber_c_offences_under_sll_involving_communication_devices_as_mediumtarget_rw_it_act_gambling_act_online_gambling,cyber_lotteries_act_online_lotteries,cyber_copy_right_act_1957,cyber_trade_marks_act_1999,cyber_other_sll_crimes,cyber_total_offences_under_sll_rw_it_act_total_of_col54_to_58,cyber_total_cyber_crimes_abc
Goa,South Goa,0,6,0,0,0,0,0,6,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,10
Goa,Cid,0,49,0,0,0,0,6,43,0,0,5,1,3,1,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,58
Gujarat,Ahmedabad City,0,36,2,0,2,0,30,3,1,1,40,19,20,1,0,0,0,0,0,0,0,0,0,77,1,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,207,22,0,0,0,0,0,11,1,57,312,0,0,0,0,7,7,396
Gujarat,Ahmedabad Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,2,0,0,0,2,0,3,33,0,0,0,0,0,0,33
Gujarat,Amreli,0,5,0,0,0,0,5,0,0,0,7,4,3,0,0,0,0,0,0,0,0,1,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,7,16,0,0,0,0,2,2,31
Gujarat,Anand,0,3,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,11,9,0,0,0,0,0,0,0,6,28,0,0,0,0,0,0,32
Gujarat,Arvalli,0,3,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,4,1,1,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,19
Gujarat,Banaskantha,0,4,0,0,0,0,3,0,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,11,22,0,0,0,0,0,0,32
Gujarat,Bharuch,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0,0,12,0,0,0,0,0,4,21,0,0,0,0,0,0,24
Gujarat,Bhavnagar,0,9,0,0,0,2,4,1,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,1,0,2,9,0,0,0,0,0,0,20
Gujarat,Botad,0,2,0,0,0,0,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,7
Gujarat,Chhotaudepur,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5
Gujarat,Cid Crime,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,25,40,1,0,0,0,0,1,43
Gujarat,Dahod,0,2,0,0,0,0,1,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,20
Gujarat,Dang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8
Gujarat,Devbhumi Dwarka,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,2,0,5,16,0,0,0,0,0,0,19
Gujarat,Gandhinagar,0,7,1,0,1,1,0,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,18
Gujarat,Gir Somnath,0,7,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,4,7,0,0,0,0,0,0,14
Gujarat,Jamnagar,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,6,2,0,1,0,0,0,1,0,0,15,0,0,0,0,0,0,16
Gujarat,Junagadh,0,1,0,0,0,0,1,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,10
Gujarat,Kachchh East(G),0,4,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,18,3,0,15,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,27,0,0,0,0,0,0,32
Gujarat,Kachchh West(B),0,1,0,0,0,0,1,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,17
Gujarat,Kheda,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,5,0,0,0,0,0,0,0,8,52,0,0,0,0,0,0,57
Gujarat,Mahisagar,0,4,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,1,0,1,0,2,9,0,0,0,0,2,2,16
Gujarat,Mehsana,0,1,0,0,0,0,1,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,16,27,0,0,0,0,0,0,32
Gujarat,Morbi,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,2,19,0,0,0,0,1,1,24
Gujarat,Narmada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,3
Gujarat,Navsari,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,2,12
Gujarat,Panchmahal,0,5,0,0,0,0,2,3,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,31,0,0,0,0,0,0,39
Gujarat,Patan,0,5,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,0,0,1,0,0,6,1,1,0,0,0,0,1,0,0,0,0,0,0,10,2,0,0,0,3,5,20
Gujarat,Porbandar,0,6,0,0,0,0,5,0,1,0,2,0,1,1,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,15
Gujarat,Rajkot City,0,13,0,0,0,0,9,4,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,0,0,0,0,0,1,0,5,40,0,0,0,0,0,0,58
Gujarat,Rajkot Rural,0,3,0,0,0,0,0,3,0,0,5,3,0,1,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,8,17,0,0,0,0,0,0,25
Gujarat,Sabarkantha,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,5
Gujarat,Surat City,0,69,0,0,0,0,64,3,2,0,6,3,3,0,0,0,0,0,0,0,0,0,0,75,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,137,19,0,0,0,0,0,7,0,23,191,0,0,0,0,0,0,266
Gujarat,Surat Rural,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2,0,0,0,0,0,0,0,3,34,0,0,0,0,0,0,36
Gujarat,Surendranagar,0,3,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,1,1,13
Gujarat,Tapi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,3,1,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7
Gujarat,Vadodara City,0,3,0,0,0,0,3,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,12,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,3,0,0,0,0,0,2,0,10,64,0,0,0,0,0,0,76
Gujarat,Vadodara Rural,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,5,0,0,0,0,1,1,8
Gujarat,Valsad,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,11,0,0,0,0,1,1,14
Gujarat,W Rly Ahmedabad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,5
Gujarat,W Rly Vadodara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4
Gujarat,Cyber Ahmedabad Range,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3
Gujarat,Cyber Bhavnagar Range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8
Gujarat,Cyber Border Range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,1,8
Gujarat,Cyber Gandhinagar Range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,2,0,1,16,0,0,0,0,0,0,16
Gujarat,Cyber Junagadh Range,0,2,0,0,0,0,1,1,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,8,3,0,0,0,0,0,1,0,0,13,0,0,0,0,0,0,19
Gujarat,Cyber Panchmahal Range,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3
Gujarat,Cyber Rajkot Range,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4
Gujarat,Cyber Surat Range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,Cyber Vadodara Range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,Ambala,0,10,1,0,1,0,9,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,1,1,23
Haryana,Bhiwani,0,1,0,0,0,0,0,0,1,0,7,0,5,0,0,2,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,13
Haryana,Faridabad,0,5,3,0,3,0,2,0,0,0,9,0,2,0,0,7,0,0,0,0,0,0,0,14,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,10,4,0,0,0,0,0,3,0,11,32,0,0,0,0,7,7,53
Haryana,Fatehabad,0,2,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,0,0,0,0,5,5,22
Haryana,Grp,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Haryana,Gurugram,0,132,18,0,18,1,103,8,2,0,83,56,27,0,0,0,1,0,0,0,0,0,0,216,0,3,0,0,0,0,205,0,0,0,0,0,0,0,0,205,845,14,0,7,0,0,0,4,8,63,1149,0,0,0,0,0,0,1365
Haryana,Hissar,0,5,0,0,0,0,0,5,0,0,21,0,9,2,0,10,0,0,0,0,0,0,0,26,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,3,11,0,0,0,0,0,0,37
Haryana,Jhajjar,0,1,0,0,0,0,0,0,1,0,5,1,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Haryana,Jind,0,6,0,0,0,0,5,1,0,0,5,2,0,1,0,2,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Haryana,Kaithal,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,4,9,0,0,0,0,0,0,18
Haryana,Karnal,0,2,0,0,0,0,1,1,0,0,8,0,6,0,0,2,0,0,1,0,0,0,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,15
Haryana,Kurukshetra,0,0,0,0,0,0,0,0,0,0,30,0,30,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
Haryana,Mahendergarh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,Nuh,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Haryana,Palwal,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,5,0,0,0,1,0,0,0,4,0,111,3,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,124
Haryana,Panchkula,0,2,1,0,1,0,0,1,0,0,8,1,5,0,1,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Haryana,Panipat,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,11
Haryana,Rewari,0,0,0,0,0,0,0,0,0,0,6,0,5,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Haryana,Rohtak,0,0,0,0,0,0,0,0,0,0,9,0,8,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Haryana,Sirsa,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Haryana,Sonipat,0,6,0,0,0,1,4,1,0,0,10,6,4,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
Haryana,Yamunanagar,0,2,0,0,0,0,1,0,1,0,12,1,10,1,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
Haryana,Irrigation & Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,Charkhi Dadri,0,0,0,0,0,0,0,0,0,0,5,2,2,0,0,1,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Haryana,Hansi,0,1,0,0,0,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,7,10,0,0,0,0,0,0,15
Haryana,Dabwali,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Himachal Pradesh,Baddi,0,1,0,0,0,0,0,1,0,0,7,3,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Himachal Pradesh,Bilaspur,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Himachal Pradesh,Chamba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,Cid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,Grp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,Hamirpur,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Himachal Pradesh,Kangra,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Himachal Pradesh,Kinnaur,0,2,0,0,0,0,2,0,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Himachal Pradesh,Kullu,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3
Himachal Pradesh,Lahaul & Spiti,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Himachal Pradesh,Mandi,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Himachal Pradesh,Shimla,0,4,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Himachal Pradesh,Sirmaur,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Himachal Pradesh,Solan,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Himachal Pradesh,Una,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Himachal Pradesh,Cyber,0,91,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,111
Himachal Pradesh,Nurpur,0,1,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Jharkhand,Bokaro,0,52,0,0,0,0,24,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
